age,job,marital,education,default,housing,loan,contact,month,day_of_week,y
52,admin.,married,high.school,unknown,yes,no,telephone,may,wed,no
43,services,married,high.school,unknown,no,no,telephone,may,wed,no
42,unemployed,married,basic.9y,no,no,no,telephone,may,wed,no
42,admin.,single,university.degree,unknown,yes,yes,telephone,may,wed,no
38,technician,divorced,basic.9y,no,no,no,telephone,may,wed,no
34,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,yes
29,technician,married,university.degree,no,no,no,telephone,may,wed,no
47,admin.,married,basic.9y,no,yes,no,telephone,may,wed,no
36,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,no
51,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,no
41,blue-collar,single,high.school,no,yes,no,telephone,may,wed,no
33,admin.,married,high.school,no,no,no,telephone,may,wed,no
38,admin.,married,university.degree,no,yes,yes,telephone,may,wed,no
33,admin.,married,high.school,no,no,yes,telephone,may,wed,no
36,blue-collar,married,professional.course,unknown,yes,yes,telephone,may,wed,no
33,blue-collar,single,high.school,no,yes,no,telephone,may,wed,no
36,admin.,married,high.school,no,no,no,telephone,may,wed,no
44,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,no
44,admin.,married,university.degree,no,yes,yes,telephone,may,wed,no
31,services,married,high.school,no,yes,no,telephone,may,wed,no
45,services,single,high.school,no,yes,no,telephone,may,wed,no
48,admin.,divorced,high.school,no,yes,no,telephone,may,wed,no
25,management,single,university.degree,no,yes,no,telephone,may,wed,no
37,self-employed,married,professional.course,no,yes,yes,telephone,may,wed,no
27,services,single,high.school,no,yes,no,telephone,may,wed,no
35,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,no
34,services,married,high.school,no,no,no,telephone,may,wed,no
36,services,married,basic.9y,unknown,yes,no,telephone,may,wed,no
38,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,no
46,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,no
42,technician,married,professional.course,no,no,yes,telephone,may,wed,no
42,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,no
39,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,no
38,admin.,married,high.school,unknown,no,no,telephone,may,wed,no
31,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,no
28,self-employed,married,professional.course,no,yes,no,telephone,may,wed,no
29,admin.,single,university.degree,no,yes,no,telephone,may,wed,no
32,technician,single,high.school,no,yes,no,telephone,may,wed,no
39,admin.,married,professional.course,no,yes,yes,telephone,may,wed,no
34,admin.,single,high.school,no,yes,no,telephone,may,wed,no
27,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,no
27,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,no
30,technician,divorced,basic.9y,no,yes,no,telephone,may,wed,no
36,services,married,high.school,unknown,no,no,telephone,may,wed,no
39,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,no
37,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,no
31,blue-collar,single,high.school,no,no,no,telephone,may,wed,no
56,technician,married,basic.4y,unknown,no,yes,telephone,may,wed,no
49,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,no
20,entrepreneur,single,high.school,no,no,yes,telephone,may,wed,no
53,technician,divorced,university.degree,no,yes,no,telephone,may,wed,no
40,blue-collar,single,basic.9y,no,no,yes,telephone,may,wed,no
30,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,no
50,housemaid,married,basic.9y,unknown,unknown,unknown,telephone,may,wed,no
30,services,married,basic.9y,no,yes,no,telephone,may,wed,no
41,services,divorced,basic.9y,no,yes,no,telephone,may,wed,no
53,technician,divorced,university.degree,no,yes,no,telephone,may,wed,no
36,admin.,single,university.degree,no,yes,no,telephone,may,wed,no
39,blue-collar,single,basic.4y,unknown,no,no,telephone,may,wed,no
40,admin.,married,university.degree,no,yes,no,telephone,may,wed,yes
56,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,no
39,admin.,married,high.school,no,no,no,telephone,may,wed,no
40,admin.,single,high.school,no,yes,no,telephone,may,wed,no
33,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,no
47,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,no
29,admin.,single,high.school,no,yes,no,telephone,may,wed,no
55,admin.,married,high.school,no,yes,no,telephone,may,wed,no
38,admin.,single,university.degree,no,yes,no,telephone,may,wed,no
43,housemaid,married,basic.4y,unknown,yes,yes,telephone,may,wed,no
35,technician,single,university.degree,no,yes,no,telephone,may,wed,no
33,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,no
28,admin.,married,basic.6y,no,no,no,telephone,may,wed,no
34,admin.,married,university.degree,no,no,no,telephone,may,wed,no
30,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,no
27,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,no
35,technician,married,university.degree,unknown,no,no,telephone,may,wed,no
42,entrepreneur,married,high.school,no,yes,no,telephone,may,wed,no
30,blue-collar,married,unknown,no,no,no,telephone,may,wed,no
31,services,single,high.school,unknown,yes,no,telephone,may,wed,no
50,services,married,basic.4y,unknown,yes,no,telephone,may,wed,yes
33,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,yes
55,retired,married,high.school,no,no,no,telephone,may,wed,no
35,management,married,basic.9y,no,yes,yes,telephone,may,wed,no
25,entrepreneur,single,university.degree,no,yes,no,telephone,may,wed,no
47,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,no
49,housemaid,married,basic.4y,unknown,no,no,telephone,may,wed,no
27,technician,married,high.school,no,no,no,telephone,may,wed,no
50,management,married,university.degree,no,yes,no,telephone,may,wed,no
48,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,no
35,entrepreneur,married,high.school,no,no,no,telephone,may,wed,no
30,technician,single,high.school,no,no,no,telephone,may,wed,no
31,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,no
49,management,divorced,university.degree,no,no,no,telephone,may,wed,no
43,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,no
39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,no
35,technician,married,university.degree,unknown,no,no,telephone,may,wed,no
32,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,may,wed,no
36,management,single,university.degree,no,yes,no,telephone,may,wed,no
31,entrepreneur,single,basic.9y,no,no,no,telephone,may,wed,no
35,retired,married,professional.course,no,no,no,telephone,may,wed,no
56,retired,married,basic.6y,no,yes,no,telephone,may,wed,no
37,management,married,university.degree,no,no,no,telephone,may,wed,no
38,admin.,married,professional.course,no,no,no,telephone,may,wed,no
25,unemployed,single,high.school,unknown,no,no,telephone,may,wed,yes
35,blue-collar,married,unknown,no,no,no,telephone,may,wed,no
25,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,no
27,admin.,single,unknown,no,yes,no,telephone,may,wed,no
57,housemaid,divorced,basic.4y,unknown,yes,no,telephone,may,wed,no
35,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,no
49,services,married,high.school,unknown,yes,no,telephone,may,wed,no
46,blue-collar,married,unknown,no,no,no,telephone,may,wed,no
32,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,no
48,admin.,single,high.school,no,yes,no,telephone,may,wed,no
30,technician,single,university.degree,unknown,no,no,telephone,may,wed,no
30,technician,married,university.degree,no,yes,no,telephone,may,wed,no
49,retired,married,basic.4y,no,no,no,telephone,may,wed,no
50,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,no
33,services,married,basic.4y,no,no,no,telephone,may,wed,no
45,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,no
48,retired,married,basic.4y,no,no,no,telephone,may,wed,no
55,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,no
27,blue-collar,single,basic.4y,unknown,no,yes,telephone,may,wed,no
54,technician,married,professional.course,no,no,no,telephone,may,wed,yes
38,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,no
45,admin.,married,high.school,no,no,no,telephone,may,wed,no
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,no
31,technician,married,university.degree,no,no,yes,telephone,may,wed,no
45,technician,married,high.school,no,no,no,telephone,may,wed,no
44,technician,single,high.school,no,no,no,telephone,may,wed,no
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,no
33,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,no
30,services,single,basic.9y,no,no,no,telephone,may,wed,no
31,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,no
27,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,no
54,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,no
39,admin.,single,high.school,no,yes,no,telephone,may,wed,no
33,admin.,married,university.degree,no,no,no,telephone,may,wed,yes
45,services,married,high.school,unknown,no,no,telephone,may,wed,no
44,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,no
42,unemployed,single,basic.4y,unknown,yes,no,telephone,may,wed,no
55,admin.,married,basic.9y,no,no,no,telephone,may,wed,no
40,services,married,basic.6y,unknown,yes,no,telephone,may,wed,no
51,entrepreneur,married,basic.9y,no,no,yes,telephone,may,wed,no
29,management,single,university.degree,no,no,no,telephone,may,wed,no
33,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,no
46,blue-collar,married,professional.course,no,no,no,telephone,may,wed,no
31,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,no
41,admin.,married,basic.9y,unknown,no,no,telephone,may,wed,no
52,services,married,unknown,unknown,no,no,telephone,may,wed,no
49,management,divorced,university.degree,unknown,no,yes,telephone,may,wed,no
46,housemaid,married,basic.4y,unknown,no,no,telephone,may,wed,no
29,services,married,high.school,unknown,no,no,telephone,may,wed,no
41,management,married,basic.6y,no,yes,no,telephone,may,wed,yes
42,retired,married,basic.9y,unknown,yes,no,telephone,may,wed,no
39,housemaid,married,university.degree,no,yes,no,telephone,may,wed,no
45,admin.,married,basic.9y,no,yes,no,telephone,may,wed,no
35,services,divorced,professional.course,unknown,no,no,telephone,may,wed,no
44,management,married,basic.9y,unknown,no,no,telephone,may,wed,no
32,technician,single,university.degree,no,yes,no,telephone,may,wed,no
36,admin.,single,high.school,no,no,yes,telephone,may,wed,no
43,management,married,basic.6y,unknown,no,no,telephone,may,wed,no
42,technician,married,basic.9y,no,yes,no,telephone,may,wed,no
39,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,no
35,services,divorced,professional.course,no,yes,yes,telephone,may,wed,no
30,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,no
34,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,no
39,admin.,married,basic.6y,unknown,no,no,telephone,may,wed,no
55,retired,divorced,professional.course,no,no,yes,telephone,may,wed,no
29,blue-collar,single,professional.course,no,no,no,telephone,may,wed,no
53,technician,married,professional.course,unknown,no,no,telephone,may,wed,yes
31,admin.,married,high.school,no,no,no,telephone,may,wed,no
59,retired,divorced,basic.9y,unknown,no,yes,telephone,may,wed,no
43,technician,divorced,unknown,no,no,no,telephone,may,wed,no
33,admin.,married,high.school,no,yes,no,telephone,may,wed,no
36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,no
31,technician,married,professional.course,no,no,no,telephone,may,wed,no
31,admin.,divorced,university.degree,unknown,no,no,telephone,may,wed,no
27,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,no
40,admin.,single,university.degree,no,no,no,telephone,may,wed,no
47,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,no
42,admin.,single,university.degree,no,no,no,telephone,may,wed,no
35,blue-collar,divorced,basic.4y,no,yes,yes,telephone,may,wed,no
24,services,married,high.school,no,yes,no,telephone,may,wed,no
55,unemployed,married,basic.4y,unknown,yes,no,telephone,may,wed,no
49,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,no
36,services,married,high.school,no,yes,no,telephone,may,wed,no
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,no
28,services,single,high.school,no,no,no,telephone,may,wed,no
50,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,no
27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,no
42,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,no
52,blue-collar,single,basic.4y,no,unknown,unknown,telephone,may,wed,no
34,admin.,married,high.school,no,no,no,telephone,may,wed,no
44,admin.,single,high.school,no,no,no,telephone,may,wed,no
39,services,married,high.school,no,no,no,telephone,may,wed,no
27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,no
50,management,married,university.degree,no,yes,no,telephone,may,wed,no
27,management,single,university.degree,no,no,yes,telephone,may,wed,no
33,services,single,basic.6y,unknown,yes,no,telephone,may,wed,no
49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,no
51,unemployed,married,basic.9y,unknown,yes,no,telephone,may,wed,no
46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,no
58,retired,divorced,university.degree,no,yes,no,telephone,may,wed,no
32,admin.,divorced,university.degree,no,no,no,telephone,may,wed,no
53,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,no
41,blue-collar,divorced,basic.6y,no,no,no,telephone,may,wed,no
46,retired,married,basic.4y,no,no,no,telephone,may,wed,no
30,services,married,unknown,no,yes,yes,telephone,may,wed,no
32,admin.,married,university.degree,no,yes,yes,telephone,may,wed,no
31,services,single,high.school,unknown,no,no,telephone,may,wed,no
46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,no
46,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,no
54,retired,married,basic.4y,unknown,no,no,telephone,may,wed,yes
31,unemployed,single,professional.course,no,no,no,telephone,may,wed,no
34,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,no
41,admin.,married,high.school,no,no,no,telephone,may,wed,no
33,admin.,married,high.school,no,no,no,telephone,may,wed,no
36,technician,married,professional.course,unknown,yes,no,telephone,may,wed,no
37,blue-collar,single,basic.9y,no,no,yes,telephone,may,wed,no
38,blue-collar,married,high.school,no,no,no,telephone,may,wed,no
25,self-employed,single,university.degree,no,no,no,telephone,may,wed,no
56,services,married,basic.9y,unknown,no,no,telephone,may,wed,no
29,services,married,basic.9y,no,yes,no,telephone,may,wed,no
28,services,single,high.school,no,no,no,telephone,may,wed,no
35,entrepreneur,married,high.school,no,no,no,telephone,may,wed,no
46,housemaid,married,basic.4y,no,yes,no,telephone,may,wed,no
36,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,no
49,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,no
28,management,single,university.degree,no,no,no,telephone,may,wed,no
32,technician,single,university.degree,no,no,no,telephone,may,wed,no
40,services,married,high.school,unknown,yes,no,telephone,may,wed,no
41,services,married,basic.9y,no,yes,no,telephone,may,wed,no
41,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,no
